,section,title,author,date,address
24,[반도체],"화웨이, 반도체 핵심인력 확보 논란",디일렉,2020-08-21 15:39,http://www.thelec.kr/news/articleView.html?idxno=7103
25,[디스플레이],"화웨이, 드라이버 IC 사업부문 신설",디일렉,2020-08-21 15:39,http://www.thelec.kr/news/articleView.html?idxno=7084
26,[디스플레이],"샤오미, 투명 OLED TV 출시",디일렉,2020-08-21 15:38,http://www.thelec.kr/news/articleView.html?idxno=7082
27,[디스플레이],"이노룩스, 7월 매출 238억대만달러 올해 두 번째로 높은 월 매출",디일렉,2020-08-21 15:26,http://www.thelec.kr/news/articleView.html?idxno=7081
28,[반도체],"로쇼, 허페이시에 1.7조원 들여 SiC 전력반도체 산업파크 조성",디일렉,2020-08-21 14:35,http://www.thelec.kr/news/articleView.html?idxno=7079
29,[반도체],"인재 확보에 나선 즈광그룹, 류얼좡 램리서치차이나 부총재 영입",디일렉,2020-08-21 14:34,http://www.thelec.kr/news/articleView.html?idxno=7077
30,[디스플레이],중국 첫 7.5세대 LTPS 기판유리 생산라인 가동,디일렉,2020-08-21 14:33,http://www.thelec.kr/news/articleView.html?idxno=7076
31,[디스플레이],"삼성, 갤럭시탭 S7에 CSOT LCD 채택",디일렉,2020-08-21 13:48,http://www.thelec.kr/news/articleView.html?idxno=7075
32,[반도체],"SMIC, 올해 자본지출 67억달러로 상향…""미국 제재 영향은 극복 가능""",디일렉,2020-08-21 13:47,http://www.thelec.kr/news/articleView.html?idxno=7074
33,[통신],"중국 화웨이, '프로스트 앤 설리번 어워드' 2관왕",이종준 기자,2020-08-21 10:55,http://www.thelec.kr/news/articleView.html?idxno=7184
34,[통신],"KT, 통신서비스 가입시 스마트폰 앱으로 실물 신분증 대체",이종준 기자,2020-08-21 10:55,http://www.thelec.kr/news/articleView.html?idxno=7186
35,[통신],"시스코, '리그 오브 레전드' 공식 네트워킹 파트너로 선정",이종준 기자,2020-08-21 10:54,http://www.thelec.kr/news/articleView.html?idxno=7185
36,[통신],"HPE 아루바, 서울대 시흥캠퍼스에 SDN 기반 네트워크 구축",이종준 기자,2020-08-21 10:54,http://www.thelec.kr/news/articleView.html?idxno=7183
37,[영상],"[영상] OLED 밀던 LG전자, TV 3위로 내려앉다",장현민 PD,2020-08-20 20:01,http://www.thelec.kr/news/articleView.html?idxno=7179
38,[배터리],"배터리 장비 업계, 노스볼트 수주량 확대 공동 대응",이수환 기자,2020-08-20 19:02,http://www.thelec.kr/news/articleView.html?idxno=7176
39,[통신],"SKT, 은행 앱에 삼성 '갤럭시A 퀀텀' 전용 양자기술 적용",이종준 기자,2020-08-20 19:02,http://www.thelec.kr/news/articleView.html?idxno=7175
40,[통신],"삼성 네트워크, 美버라이즌 공급용 28GHz 스몰셀 개발중",이종준 기자,2020-08-20 17:13,http://www.thelec.kr/news/articleView.html?idxno=7173
41,[반도체],"반도체 한계 극복할 '멀티 패터닝' 기술, 어디까지 왔나 : 백서 안내",이수환 기자,2020-08-19 21:29,http://www.thelec.kr/news/articleView.html?idxno=7168
42,[반도체],"싸이맥스, 반도체 이송용 대기로봇 국산화 추진",한주엽 기자,2020-08-19 18:42,http://www.thelec.kr/news/articleView.html?idxno=7166
43,[뉴스],"키사이트, 5G 밀리미터웨이브 솔루션 출시",이종준 기자,2020-08-19 18:15,http://www.thelec.kr/news/articleView.html?idxno=7165
44,[통신],"KT-우리금융, 디지털 금융 협력 MOU 체결",이종준 기자,2020-08-19 18:15,http://www.thelec.kr/news/articleView.html?idxno=7164
45,[통신],"중국 화웨이, 통신 장비용 반도체 재고 수년치 비축",이종준 기자,2020-08-19 16:20,http://www.thelec.kr/news/articleView.html?idxno=7161
46,[영상],"[영상] 한솔케미칼 실리콘음극재 시장 진출, 삼성SDI와 밀월",장현민 PD,2020-08-19 15:11,http://www.thelec.kr/news/articleView.html?idxno=7159
47,[통신],"KT·지란지교시큐리티, 문서보안 클라우드 솔루션 2종 출시",이종준 기자,2020-08-19 12:29,http://www.thelec.kr/news/articleView.html?idxno=7158
48,[통신],"LG유플러스, 인스타그램 통해 Z세대와 소통 프로젝트",이종준 기자,2020-08-19 12:29,http://www.thelec.kr/news/articleView.html?idxno=7157
49,[통신],"KT, AI 기반 무인 점포 에너지 관리 서비스 출시",이종준 기자,2020-08-19 00:49,http://www.thelec.kr/news/articleView.html?idxno=7155
50,[통신],"LG유플러스, AI 활용해 5G 기지국 안테나 자동조절",이종준 기자,2020-08-19 00:49,http://www.thelec.kr/news/articleView.html?idxno=7154
51,[뉴스],"아이브이웍스, 올해 첫 본격 상용 매출 전망",이종준 기자,2020-08-19 00:49,http://www.thelec.kr/news/articleView.html?idxno=7150
52,[통신],"KMW, 매출 '탈삼성'…노키아·ZTE 매출 비중 77%",이종준 기자,2020-08-18 17:56,http://www.thelec.kr/news/articleView.html?idxno=7146
